1.75	-4.8522
2	-5.0407
2.25	-5.1462
2.5	-5.17
2.75	-5.1393
3	-5.0593
3.25	-4.927
3.5	-4.7487
3.75	-4.5224
4	-4.2467
4.5	-3.5258
5	-2.5342
5.5	-1.1785
5.8	-0.1463
5.9	0.2376
6	0.6411
6.5	2.9226
7	5.4427
7.5	7.7905
8	9.6206
8.5	10.7953
9	11.2623
10	9.9757
11	6.1778
12	2.586
13.5	0.3288
15	-0.1601
17.5	-0.167
20	-0.0767
40	-0.0767
