1.75	-7.92951
2	-7.99342
2.25	-8.03082
2.5	-8.05129
2.75	-8.061
2.875	-8.06309
3	-8.06385
3.125	-8.06353
3.25	-8.06237
3.5	-8.05824
3.75	-8.05252
3.875	-8.0493
4	-8.04593
4.125	-8.0425
4.25	-8.03895
4.375	-8.03542
4.5	-8.0319
4.75	-8.02499
4.9	-8.02096
5	-8.01835
5.5	-8.0063
5.8	-7.99999
5.9	-7.99806
6	-7.99623
6.5	-7.98836
7	-7.98269
7.5	-7.97893
8	-7.97658
8.5	-7.97518
9	-7.97437
10	-7.97362
11	-7.97336
12	-7.97327
13.5	-7.97323
15	-7.97322
17.5	-7.97296
20	-7.97293
40	-7.97287
