1.75	-0.1063
2	-0.1902
2.25	-0.2621
2.5	-0.3248
2.75	-0.3783
3	-0.4208
3.25	-0.451
3.5	-0.4671
3.75	-0.4663
4	-0.4565
4.5	-0.4074
5	-0.3395
5.5	-0.2734
5.8	2.5615
5.9	2.6366
6	-0.2143
6.5	3.0114
7	-0.128
7.5	3.0809
8	-0.0757
8.5	2.6946
9	-0.0458
10	-0.0236
11	-0.0183
12	-0.0123
13.5	-0.0072
15	-0.0045
17.5	2.3494
20	2.3493
40	2.3493
