1.75	-7.79198
2	-7.84923
2.25	-7.88544
2.5	-7.9083
2.75	-7.92265
2.875	-7.92765
3	-7.93159
3.125	-7.93468
3.25	-7.93708
3.5	-7.94038
3.75	-7.94232
3.875	-7.94296
4	-7.94344
4.125	-7.94382
4.25	-7.94404
4.375	-7.94422
4.5	-7.94433
4.75	-7.94443
4.9	-7.94442
5	-7.94438
5.5	-7.94389
5.8	-7.9433
5.9	-7.94305
6	-7.94276
6.5	-7.94075
7	-7.93773
7.5	-7.93383
8	-7.92939
8.5	-7.9248
9	-7.92037
10	-7.91283
11	-7.90781
12	-7.90529
13.5	-7.90398
15	-7.90362
17.5	-7.9034
20	-7.90331
40	-7.90324
