1.75	-7.74872
2	-7.80778
2.25	-7.84504
2.5	-7.86848
2.75	-7.88307
2.875	-7.88811
3	-7.89203
3.125	-7.89506
3.25	-7.8974
3.5	-7.90051
3.75	-7.90223
3.875	-7.90275
4	-7.90309
4.125	-7.90335
4.25	-7.90346
4.375	-7.90352
4.5	-7.90355
4.75	-7.90349
4.9	-7.90342
5	-7.90337
5.5	-7.90308
6	-7.90284
7	-7.90254
8	-7.90241
9	-7.90235
10	-7.90231
11	-7.90229
12	-7.90228
13.5	-7.90227
15	-7.90226
40	-7.90226
