1.75	4.8429
2	4.9521
2.25	5.1172
2.5	5.3224
2.75	5.5582
3	5.8114
3.25	6.0814
3.5	6.3544
3.75	6.6243
4	6.8828
4.5	7.3204
5	7.5652
5.5	7.4829
5.8	7.2157
5.9	7.0848
6	6.9329
6.5	5.8686
7	4.4657
7.5	3.0784
8	1.9798
8.5	1.2262
9	0.7469
10	0.2777
11	0.1083
12	0.0478
13.5	0.0192
15	0.0112
17.5	0.0023
20	0
40	0
